"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"1000083108513898496","","","2018-05-25 18:36:08 +0000","<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>","First play through of Unseen Diplomacy VR 5 17 2018 2 02 25 PM: https://t.co/uZ929dUYNt via @YouTube","","","","http://youtu.be/orsDtzhR71g?a"
"1000008315336822785","","552474822","2018-05-25 13:38:56 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@steamcharts Please add in ability to filter by tag. I wanna see the most active VR games and multiplayer games. Preferably have multi-tag filtering.","","","",""
"984045246207201280","","36803580","2018-04-11 12:27:24 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@steam_games Please open up your games sales statistics so that steamspy can give us gamedevs valuable market insight. It helps us see trends in demand that we can adapt to and make games people really want.","","","",""
"984044864382873600","","9317742","2018-04-11 12:25:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@valve Pls open up your games sales statistics so that steamspy can give us gamedevs valuable market insight. It helps us see trends in demand that we can adapt to and make games people really want.","","","",""
"969587558161186816","969529668234829825","25073877","2018-03-02 14:57:42 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@realDonaldTrump Yeah, he did a good caricature of you during the debates. Of course, now that they know you like Darrell, he has zero chance of being on SNL again.","","","",""
"959118464429543424","","","2018-02-01 17:37:16 +0000","<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>","Butchering the basics: https://t.co/yQyPyDgpkR via @YouTube","","","","http://youtu.be/URkGWoNTDlA?a"
"923546372367900675","","778539596942569473","2017-10-26 13:46:28 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@ionzedStudios What asset did you use for the water in the game for unity? It looks great and doesn't slow things down.","","","",""
"923401339878760448","","778539596942569473","2017-10-26 04:10:10 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@ionzedStudios No multiplayer users ever. Might be good to be able to post up on a board that you'll be playing in hours:minutes countdown","","","",""
"917867784192909312","","","2017-10-10 21:41:47 +0000","<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>","I liked a @YouTube video https://t.co/Qf1G602gqn RPX Demo","","","","http://youtu.be/jHb12OAOXj4?a"
"915635050095497216","","","2017-10-04 17:49:42 +0000","<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>","I liked a @YouTube video https://t.co/F1yaxI2prs Sherlock Is Garbage, And Here's Why","","","","http://youtu.be/LkoGBOs5ecM?a"
"911301225777332229","","","2017-09-22 18:48:38 +0000","<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>","I liked a @YouTube video https://t.co/Zw5pk60EUO How to Fake Being Good at GUITAR!","","","","http://youtu.be/OeXkjmy2ujQ?a"
"910515653475471360","","","2017-09-20 14:47:03 +0000","<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>","I liked a @YouTube video https://t.co/wGUyONAyFC The Incredible Journey of Apollo 12","","","","http://youtu.be/FBhIDjWaByg?a"
"909843948818112512","","","2017-09-18 18:17:56 +0000","<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>","I liked a @YouTube video https://t.co/DbV5iA0I0x Lone Pirate VR - Mixed Reality - HTC Vive Playthrough","","","","http://youtu.be/cKWHPgfjUmU?a"
"908740871163662336","","","2017-09-15 17:14:41 +0000","<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>","I liked a @YouTube video https://t.co/VkriM5ZQ3h Locomotion in VR: Overview of different locomotion methods on HTC Vive","","","","http://youtu.be/p0YxzgQG2-E?a"
"907620861968093185","","","2017-09-12 15:04:10 +0000","<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>","I liked a @YouTube video https://t.co/EnKQvJlqDt American Behaviors Considered Rude In Other Countries","","","","http://youtu.be/Iqkmqlal0Go?a"
"905454532641124353","","","2017-09-06 15:35:57 +0000","<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>","I liked a @YouTube video https://t.co/aD3DyYkJLR How a Director Stages and Blocks a Scene","","","","http://youtu.be/9FBnSmbafC8?a"
"884814517884026881","884185820739104769","14681605","2017-07-11 16:39:54 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@ThatKevinSmith @GoodnightsCC It was a great show Kevin. After all these years, you continue to inspire me. Thank you!","","","",""
"868927291774074880","","","2017-05-28 20:29:44 +0000","<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>","I liked a @YouTube video https://t.co/gXLYPFcLQI Shuffle Girls - Best Cutting Shapes HOUSE SHUFFLE DANCE 2017","","","","http://youtu.be/5LW1GuLxo2k?a"
"842035460398551049","","1618575667","2017-03-15 15:31:12 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@Jespertheend For the mobile Unity3d stuff, did you use something to do websockets to the same servers as the website?","","","",""
"809855623416479744","","","2016-12-16 20:20:01 +0000","<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>","Firebird stand up performance: https://t.co/6cqNvDagT9 via @YouTube","","","","http://youtu.be/WdVkZtA4NPg?a"
"789500893439885312","","","2016-10-21 16:17:35 +0000","<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>","I liked a @YouTube video https://t.co/2sCknJyIZ7 Nina Simone - I Want A Little Sugar In My Bowl","","","","http://youtu.be/hCTP5zjQTWE?a"
